antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'rachel', 'phoebe'})",frozenset({'monica'}),0.6170212765957447,0.7617021276595745,0.5560283687943263,0.9011494252873563,1.1830732678353562,1.0,0.08604194960012074,2.4106877783275604,0.40405328798185947,0.6758620689655173,0.5851806239737274,0.8155654016567135
"frozenset({'monica', 'rachel', 'phoebe', 'ross'})","frozenset({'joey', 'chandler'})",0.5092198581560283,0.6695035460992907,0.4581560283687943,0.8997214484679666,1.3438636041735519,1.0,0.1172315275891555,3.2957840819542974,0.5213675978453445,0.6358267716535433,0.6965820651069378,0.7920217411831358
"frozenset({'rachel', 'chandler'})",frozenset({'ross'}),0.6425531914893617,0.7858156028368795,0.5780141843971631,0.8995584988962472,1.1447450211585817,1.0,0.07308586087218949,2.132429272854803,0.3537394098743791,0.6797331109257715,0.531051269681154,0.8175590328416253
"frozenset({'chandler', 'phoebe'})",frozenset({'joey'}),0.6276595744680851,0.7645390070921986,0.5645390070921986,0.8994350282485877,1.1764409924216221,1.0,0.08466877923645699,2.341381783409039,0.4027997128499644,0.6820908311910885,0.5729017765979175,0.8189197404693773
"frozenset({'monica', 'rachel', 'ross'})",frozenset({'joey'}),0.5673758865248227,0.7645390070921986,0.5099290780141844,0.8987499999999999,1.175544990723562,1.0,0.07614808108244053,2.3255406706943336,0.34517430857976705,0.6203623813632442,0.5699924698795178,0.7828629406307978
"frozenset({'monica', 'rachel', 'joey', 'ross'})","frozenset({'chandler', 'phoebe'})",0.5099290780141844,0.6276595744680851,0.4581560283687943,0.8984700973574409,1.4314608330779568,1.0,0.1380941602535084,3.667298163800641,0.6150394501619676,0.674321503131524,0.7273196900456984,0.8142068000911498
"frozenset({'monica', 'chandler', 'phoebe'})",frozenset({'rachel'}),0.5787234042553191,0.7858156028368795,0.5198581560283688,0.8982843137254903,1.1431235400297304,1.0,0.06508827523766414,2.1057164829530914,0.2972012071602796,0.6154492023509657,0.5251022594468256,0.7799183301479438
"frozenset({'monica', 'rachel', 'ross'})",frozenset({'phoebe'}),0.5673758865248227,0.7276595744680852,0.5092198581560283,0.8974999999999999,1.2334064327485377,1.0,0.09636336200392326,2.65697976128697,0.43741723366363733,0.6480144404332129,0.6236328124999994,0.7986525341130604
"frozenset({'monica', 'joey', 'chandler'})",frozenset({'ross'}),0.5950354609929078,0.7858156028368795,0.5333333333333333,0.8963051251489869,1.1406048975271403,1.0,0.06574518384387101,2.065525393331702,0.30440250400566377,0.6292887029288703,0.5158616770201041,0.7875027430799086
"frozenset({'phoebe', 'ross'})",frozenset({'rachel'}),0.6134751773049646,0.7858156028368795,0.549645390070922,0.8959537572254334,1.140157759646084,1.0,0.06756702379155971,2.0585500394010996,0.31803492157443003,0.6469115191986642,0.5142211843968908,0.7977061204899729
"frozenset({'rachel', 'joey'})",frozenset({'chandler'}),0.6361702127659574,0.7858156028368795,0.5695035460992908,0.89520624303233,1.139206500609734,1.0,0.06959106684774408,2.043866002716161,0.3358604065164988,0.668053244592346,0.5107311346873684,0.8099677424547931
"frozenset({'monica', 'ross'})",frozenset({'rachel'}),0.6340425531914894,0.7858156028368795,0.5673758865248227,0.894854586129754,1.1387589949846146,1.0,0.06913535536441828,2.037030330466276,0.3329651162790697,0.6655574043261231,0.5090892928574606,0.8084381233897868
"frozenset({'joey', 'chandler', 'phoebe'})",frozenset({'rachel'}),0.5645390070921986,0.7858156028368795,0.5049645390070922,0.8944723618090451,1.1382725903887667,1.0,0.061340978824002745,2.029652144545759,0.27895911869121226,0.5973154362416105,0.5073047355985217,0.7685358198936922
"frozenset({'monica', 'rachel', 'chandler'})",frozenset({'phoebe'}),0.5815602836879432,0.7276595744680852,0.5198581560283688,0.8939024390243904,1.2284624162031095,1.0,0.09668024747246118,2.5668867693812696,0.44444701366568784,0.6585804132973945,0.6104230182926833,0.8041636951457234
"frozenset({'joey', 'chandler', 'ross'})",frozenset({'rachel'}),0.5872340425531914,0.7858156028368795,0.524822695035461,0.8937198067632851,1.1373149165489458,1.0,0.06336502188018711,2.015280464216636,0.2925048760100306,0.6187290969899665,0.5037911507822251,0.7807949214321841
frozenset({'monica'}),frozenset({'chandler'}),0.7617021276595745,0.7858156028368795,0.6801418439716312,0.8929236499068902,1.136301756650465,1.0,0.081584427342689,2.0002960222016664,0.5033703262326829,0.7841373671300081,0.5000739945983946,0.8792235578054306
"frozenset({'rachel', 'joey', 'phoebe'})","frozenset({'monica', 'chandler'})",0.5418439716312057,0.6801418439716312,0.4836879432624113,0.8926701570680627,1.312476456168893,1.0,0.11515718525225083,2.9801418439716283,0.5196517254841431,0.6551392891450527,0.664445502141837,0.8019138063755329
"frozenset({'joey', 'phoebe', 'ross'})","frozenset({'monica', 'chandler'})",0.5468085106382978,0.6801418439716312,0.4879432624113475,0.8923476005188068,1.3120022072278597,1.0,0.11603591368643429,2.9712125096129207,0.5247365978818649,0.6602687140115164,0.6634370659235422,0.8048807867036161
"frozenset({'phoebe', 'ross'})",frozenset({'joey'}),0.6134751773049646,0.7645390070921986,0.5468085106382978,0.891329479768786,1.1658391154675216,1.0,0.07778280770584972,2.166742115587744,0.3680196099430023,0.6578498293515357,0.5384776098614102,0.8032714189196435
"frozenset({'joey', 'chandler', 'phoebe', 'ross'})","frozenset({'monica', 'rachel'})",0.5141843971631206,0.6432624113475177,0.4581560283687943,0.8910344827586206,1.385180397673269,1.0,0.12740053317237565,3.2738576173803735,0.5723825450272311,0.6551724137931035,0.6945499417289366,0.8016363152492111
"frozenset({'rachel', 'phoebe'})",frozenset({'ross'}),0.6170212765957447,0.7858156028368795,0.549645390070922,0.8908045977011494,1.1336051288435205,1.0,0.0647804436396559,1.96147816349384,0.30774193548387074,0.6442227763923523,0.49018040648549877,0.795131540727831
"frozenset({'monica', 'joey', 'chandler'})",frozenset({'phoebe'}),0.5950354609929078,0.7276595744680852,0.5290780141843971,0.8891537544696066,1.2219364462009212,1.0,0.09609476384487697,2.4569206131320054,0.4485005845536966,0.6666666666666665,0.5929864421930868,0.8081246355194036
"frozenset({'monica', 'chandler', 'ross'})",frozenset({'phoebe'}),0.5872340425531914,0.7276595744680852,0.5219858156028369,0.888888888888889,1.221572449642625,1.0,0.09467934208540818,2.451063829787235,0.4394329896907216,0.6583184257602862,0.5920138888888891,0.8031189083820662
"frozenset({'joey', 'chandler'})",frozenset({'monica'}),0.6695035460992907,0.7617021276595745,0.5950354609929078,0.8887711864406781,1.1668225073383205,1.0,0.08507318545344811,2.142411347517733,0.4325965409464572,0.7116200169635285,0.5332362288135599,0.8349814963860747
"frozenset({'rachel', 'joey'})",frozenset({'ross'}),0.6361702127659574,0.7858156028368795,0.5652482269503546,0.8885172798216276,1.1306943723361869,1.0,0.0653357476988079,1.9212340425531913,0.31769721250009164,0.6597682119205298,0.47950120711422173,0.8039156796220052
"frozenset({'rachel', 'phoebe'})",frozenset({'chandler'}),0.6170212765957447,0.7858156028368795,0.5482269503546099,0.8885057471264367,1.1306796962529564,1.0,0.06336200392334385,1.9210353147620076,0.3017823774615493,0.6414937759336098,0.4794473624115091,0.7930795883646624
"frozenset({'rachel', 'joey', 'ross'})",frozenset({'phoebe'}),0.5652482269503546,0.7276595744680852,0.502127659574468,0.8883312421580928,1.2208060930242794,1.0,0.09081937528293338,2.4388238106622024,0.4160284237011637,0.6349775784753363,0.5899662797992469,0.7891948608451282
"frozenset({'joey', 'phoebe'})",frozenset({'ross'}),0.6156028368794326,0.7858156028368795,0.5468085106382978,0.8882488479262672,1.1303527757906469,1.0,0.0630581962677933,1.9166191416246243,0.3000033502280545,0.6398340248962655,0.47824793237098273,0.7920486116887653
"frozenset({'chandler', 'ross'})",frozenset({'monica'}),0.6617021276595745,0.7617021276595745,0.5872340425531914,0.8874598070739549,1.165100864035639,1.0,0.0832141240380262,2.1174468085106364,0.41887703946768723,0.7022900763358777,0.5277331189710607,0.8292047638721729
"frozenset({'chandler', 'ross'})",frozenset({'joey'}),0.6617021276595745,0.7645390070921986,0.5872340425531914,0.8874598070739549,1.1607776697349503,1.0,0.08133695488154513,2.0922391084093195,0.40942788563789356,0.6999154691462384,0.5220431565490253,0.8277744304386472
"frozenset({'rachel', 'joey', 'chandler'})",frozenset({'phoebe'}),0.5695035460992908,0.7276595744680852,0.5049645390070922,0.8866749688667496,1.2185299279747728,1.0,0.09055983099441672,2.403179798924477,0.4165864539177755,0.6374216651745747,0.583884651307596,0.790316041938248
"frozenset({'rachel', 'chandler'})",frozenset({'joey'}),0.6425531914893617,0.7645390070921986,0.5695035460992908,0.8863134657836644,1.1592782808487634,1.0,0.07824656707409078,2.071142325965709,0.3843770384866273,0.6799322607959356,0.5171746589005026,0.8156057124836689
"frozenset({'monica', 'joey', 'chandler'})",frozenset({'rachel'}),0.5950354609929078,0.7858156028368795,0.5269503546099291,0.8855780691299165,1.1269540410407783,1.0,0.059362205120466804,1.871882387706855,0.27817835112538997,0.617109634551495,0.4657784022290805,0.7780778432292181
"frozenset({'chandler', 'phoebe'})",frozenset({'ross'}),0.6276595744680851,0.7858156028368795,0.5553191489361702,0.8847457627118644,1.1258948785412715,1.0,0.06209446204919267,1.858364622444723,0.3003101623791277,0.6471074380165289,0.4618924682904929,0.7957122315364376
"frozenset({'rachel', 'chandler', 'phoebe'})","frozenset({'monica', 'ross'})",0.5482269503546099,0.6340425531914894,0.48439716312056735,0.8835705045278137,1.3935507957317868,1.0,0.13679794778934662,3.1431678486997634,0.6251117633673584,0.6941056910569106,0.6818496344655375,0.8237763037180454
"frozenset({'monica', 'joey'})",frozenset({'ross'}),0.6319148936170212,0.7858156028368795,0.5581560283687943,0.8832772166105499,1.1240260608491655,1.0,0.061587445299532195,1.8349836333878882,0.29977010818870214,0.6493399339933992,0.4550360113274019,0.7967830126374049
"frozenset({'rachel', 'chandler', 'phoebe'})","frozenset({'monica', 'joey'})",0.5482269503546099,0.6319148936170212,0.4836879432624113,0.8822768434670116,1.3961956782137894,1.0,0.13725516825109402,3.126700958615852,0.6281207271990683,0.6945010183299388,0.6801740834074883,0.8238544711162219
"frozenset({'monica', 'joey'})",frozenset({'rachel'}),0.6319148936170212,0.7858156028368795,0.5574468085106383,0.8821548821548822,1.122597819348722,1.0,0.06087822544137622,1.8175075987841958,0.29669505361161375,0.6479802143446002,0.4497959729747813,0.7957705818716649
"frozenset({'monica', 'rachel'})",frozenset({'ross'}),0.6432624113475177,0.7858156028368795,0.5673758865248227,0.8820286659316429,1.1224372012307007,1.0,0.06189024696946832,1.8155630675415932,0.30577534791252475,0.6584362139917695,0.44920668530998814,0.8020251632907311
"frozenset({'monica', 'phoebe'})",frozenset({'rachel'}),0.6304964539007092,0.7858156028368795,0.5560283687943263,0.8818897637795277,1.1222604394667275,1.0,0.060574417785825674,1.8134278959810888,0.294831368247875,0.6463314097279473,0.4485581686395165,0.7947354956081754
"frozenset({'monica', 'rachel', 'chandler', 'phoebe'})","frozenset({'joey', 'ross'})",0.5198581560283688,0.6418439716312057,0.4581560283687943,0.8813096862210095,1.3730902293609097,1.0,0.12448820481867107,3.017567457406047,0.5659072304969566,0.6512096774193549,0.6686072427160858,0.797560920458571
"frozenset({'rachel', 'phoebe', 'ross'})","frozenset({'monica', 'chandler'})",0.549645390070922,0.6801418439716312,0.48439716312056735,0.8812903225806452,1.2957448955565274,1.0,0.11056033398722398,2.6944572926302817,0.5068076226928442,0.6498572787821121,0.6288677490880482,0.7967452655656093
"frozenset({'monica', 'phoebe'})",frozenset({'joey'}),0.6304964539007092,0.7645390070921986,0.5553191489361702,0.8807649043869517,1.152020886071987,1.0,0.07328001609576984,1.974762478255052,0.35712832430020863,0.6613175675675674,0.4936099854988007,0.8035549939374461
"frozenset({'joey', 'ross'})",frozenset({'rachel'}),0.6418439716312057,0.7858156028368795,0.5652482269503546,0.8806629834254144,1.1206992839619443,1.0,0.060877219455761744,1.7947859206724455,0.30070685864069446,0.6554276315789473,0.4428304855292525,0.7999885314238986
"frozenset({'monica', 'ross'})",frozenset({'joey'}),0.6340425531914894,0.7645390070921986,0.5581560283687943,0.8803131991051454,1.1514300656199026,1.0,0.07340576429757051,1.967309604295088,0.3593717679737595,0.6641350210970464,0.4916915986092018,0.8051844288661163
"frozenset({'joey', 'phoebe'})",frozenset({'rachel'}),0.6156028368794326,0.7858156028368795,0.5418439716312057,0.880184331797235,1.1200901695253622,1.0,0.05809365726070115,1.787615930169121,0.2789165587990957,0.6303630363036303,0.4405957213049712,0.7848575088589063
"frozenset({'monica', 'phoebe', 'ross'})","frozenset({'joey', 'chandler'})",0.5546099290780142,0.6695035460992907,0.4879432624113475,0.8797953964194373,1.3141011747366595,1.0,0.11662994819174083,2.7494492228761116,0.5366612353725373,0.6628131021194604,0.6362907917412158,0.8043044778707356
"frozenset({'monica', 'phoebe'})",frozenset({'ross'}),0.6304964539007092,0.7858156028368795,0.5546099290780142,0.8796400449943758,1.1193975301823735,1.0,0.059155978069513615,1.7795320474580771,0.28866384240419024,0.6436213991769548,0.4380545147088404,0.7927081091397872
"frozenset({'rachel', 'joey', 'phoebe'})","frozenset({'chandler', 'ross'})",0.5418439716312057,0.6617021276595745,0.4765957446808511,0.8795811518324608,1.329270551000825,1.0,0.11805643579296815,2.8093432007400563,0.5406623175586023,0.6556097560975609,0.6440449142217394,0.7999191932795744
"frozenset({'monica', 'joey'})",frozenset({'phoebe'}),0.6319148936170212,0.7276595744680852,0.5553191489361702,0.8787878787878788,1.2076909445330497,1.0,0.0955002263467632,2.2468085106382976,0.4672114809647197,0.6904761904761902,0.5549242424242423,0.8209728867623605
"frozenset({'chandler', 'phoebe', 'ross'})","frozenset({'monica', 'joey'})",0.5553191489361702,0.6319148936170212,0.4879432624113475,0.8786717752234994,1.3904906880641237,1.0,0.13702882148785273,3.033796192609183,0.6315302659396906,0.697768762677485,0.6703799673702007,0.8254189403614691
"frozenset({'monica', 'joey', 'phoebe'})","frozenset({'chandler', 'ross'})",0.5553191489361702,0.6617021276595745,0.4879432624113475,0.8786717752234994,1.3278962519454813,1.0,0.12048740003017955,2.7882866741321393,0.5552951485479024,0.6692607003891051,0.6413568198430485,0.8080389958646972
"frozenset({'rachel', 'phoebe'})",frozenset({'joey'}),0.6170212765957447,0.7645390070921986,0.5418439716312057,0.8781609195402299,1.1486149318661634,1.0,0.07010713746793423,1.9325572059413894,0.3378417684700408,0.6452702702702703,0.4825508932280848,0.7934403855586122
"frozenset({'monica', 'chandler', 'phoebe', 'ross'})","frozenset({'rachel', 'joey'})",0.5219858156028369,0.6361702127659574,0.4581560283687943,0.8777173913043479,1.3796895448596773,1.0,0.12608420099592577,2.975319148936172,0.5757135901369762,0.6545086119554204,0.6639016018306638,0.7989478818283167
"frozenset({'joey', 'chandler'})",frozenset({'ross'}),0.6695035460992907,0.7858156028368795,0.5872340425531914,0.8771186440677966,1.1161888882090192,1.0,0.061127709873748826,1.7430178527757396,0.31496340527876276,0.6764705882352939,0.4262824110450106,0.8122055314201799
"frozenset({'monica', 'rachel', 'joey'})","frozenset({'chandler', 'ross'})",0.5574468085106383,0.6617021276595745,0.48865248226950353,0.876590330788804,1.3247506606776138,1.0,0.11978874302097475,2.7412590480368486,0.553924305012839,0.6689320388349513,0.6352041224574709,0.8075341793279497
"frozenset({'rachel', 'joey'})",frozenset({'monica'}),0.6361702127659574,0.7617021276595745,0.5574468085106383,0.8762541806020068,1.1503895667121318,1.0,0.07287460389316436,1.9257044278320887,0.3593143163251642,0.6632911392405065,0.4807095078834213,0.8040488780105006
"frozenset({'rachel', 'chandler', 'ross'})",frozenset({'phoebe'}),0.5780141843971631,0.7276595744680852,0.5063829787234042,0.8760736196319018,1.2039608223011515,1.0,0.08578542326844718,2.197598483252579,0.40145469952686924,0.6335403726708073,0.5449578220858893,0.7859900261902198
frozenset({'joey'}),frozenset({'chandler'}),0.7645390070921986,0.7858156028368795,0.6695035460992907,0.8756957328385899,1.1143781437747398,1.0,0.06871686534882548,1.723065523446596,0.43590463549111685,0.7600644122383253,0.41963901755765487,0.8638406462026884
"frozenset({'joey', 'chandler', 'ross'})",frozenset({'phoebe'}),0.5872340425531914,0.7276595744680852,0.5141843971631206,0.8756038647342996,1.2033152527050315,1.0,0.08687792364569191,2.1892997314604434,0.40934233913970863,0.6421612046058459,0.5432329408212564,0.7911157725230953
"frozenset({'monica', 'joey', 'ross'})","frozenset({'rachel', 'chandler'})",0.5581560283687943,0.6425531914893617,0.48865248226950353,0.8754764930114358,1.362496528858857,1.0,0.13000754489210803,2.8705167173252275,0.6021428221979419,0.6862549800796813,0.6516306649724692,0.8179810721127818
"frozenset({'monica', 'chandler'})",frozenset({'joey'}),0.6801418439716312,0.7645390070921986,0.5950354609929078,0.8748696558915537,1.1443100322885815,1.0,0.07504049092097986,1.8817257683215136,0.3942715036642188,0.7003338898163606,0.4685729361659361,0.8265813956637732
"frozenset({'monica', 'ross'})",frozenset({'phoebe'}),0.6340425531914894,0.7276595744680852,0.5546099290780142,0.8747203579418344,1.2021010767036906,1.0,0.09324279462803681,2.17386018237082,0.45940641170522806,0.6871704745166959,0.5399888143176733,0.8184517969046404
"frozenset({'rachel', 'joey', 'phoebe'})","frozenset({'monica', 'ross'})",0.5418439716312057,0.6340425531914894,0.47375886524822697,0.8743455497382199,1.3790013703924944,1.0,0.13020673004376038,2.91241134751773,0.5998776440926197,0.6747474747474748,0.6566419091683915,0.8107745645782822
"frozenset({'monica', 'joey', 'ross'})","frozenset({'chandler', 'phoebe'})",0.5581560283687943,0.6276595744680851,0.4879432624113475,0.8742058449809403,1.3928025326814983,1.0,0.13761128715859366,2.9599183322587597,0.6382867034977043,0.6991869918699187,0.662152840805954,0.8258034874622215
"frozenset({'chandler', 'ross'})",frozenset({'rachel'}),0.6617021276595745,0.7858156028368795,0.5780141843971631,0.8735262593783494,1.1116173517359862,1.0,0.05803832805190878,1.6935088351965375,0.29680904425666516,0.664763458401305,0.40951001895189604,0.8045429130826764
"frozenset({'chandler', 'phoebe'})",frozenset({'rachel'}),0.6276595744680851,0.7858156028368795,0.5482269503546099,0.8734463276836159,1.1115156336046013,1.0,0.05500226346763237,1.692439209726444,0.2694511180927738,0.6336065573770491,0.40913682792681566,0.785549878643252
"frozenset({'monica', 'phoebe', 'ross'})","frozenset({'rachel', 'chandler'})",0.5546099290780142,0.6425531914893617,0.48439716312056735,0.8734015345268541,1.3592672888331834,1.0,0.12803078315980077,2.8234687298517054,0.5934338017923919,0.6796019900497512,0.6458257215929847,0.8136323345923453
"frozenset({'rachel', 'joey', 'chandler', 'ross'})","frozenset({'monica', 'phoebe'})",0.524822695035461,0.6304964539007092,0.4581560283687943,0.872972972972973,1.3845803058401485,1.0,0.12725718022232285,2.9088577033348444,0.5845386072732315,0.6571719226856563,0.6562224412512323,0.7998160702885113
"frozenset({'chandler', 'phoebe', 'ross'})","frozenset({'monica', 'rachel'})",0.5553191489361702,0.6432624113475177,0.48439716312056735,0.8722860791826309,1.3560345883655012,1.0,0.1271812283084352,2.793255319148936,0.5904362263305009,0.6782522343594837,0.6419947746471364,0.8126590263608855
"frozenset({'rachel', 'ross'})",frozenset({'chandler'}),0.6631205673758865,0.7858156028368795,0.5780141843971631,0.8716577540106951,1.109239560609278,1.0,0.05692369599114733,1.66885342789598,0.2923345172747821,0.6636807817589577,0.4007862025002652,0.8036086603988494
"frozenset({'joey', 'phoebe', 'ross'})","frozenset({'rachel', 'chandler'})",0.5468085106382978,0.6425531914893617,0.4765957446808511,0.8715953307392997,1.3564563094287114,1.0,0.12524219103666823,2.7837524177949735,0.5798541247484911,0.6686567164179106,0.6407726514730409,0.8066585925219678
"frozenset({'monica', 'rachel', 'phoebe'})","frozenset({'chandler', 'ross'})",0.5560283687943263,0.6617021276595745,0.48439716312056735,0.871173469387755,1.3165644071133273,1.0,0.11647200845027911,2.6259953654939934,0.5415826624691853,0.660541586073501,0.6191920164292128,0.8016103145438238
"frozenset({'monica', 'joey', 'phoebe'})","frozenset({'rachel', 'chandler'})",0.5553191489361702,0.6425531914893617,0.4836879432624113,0.8710089399744573,1.3555437145297844,1.0,0.126865851818319,2.7710975352854446,0.5898356929380235,0.6772591857000991,0.6391321534999698,0.811884160936456
"frozenset({'monica', 'rachel', 'phoebe'})","frozenset({'joey', 'chandler'})",0.5560283687943263,0.6695035460992907,0.4836879432624113,0.8698979591836734,1.2993179263230716,1.0,0.11142497862280565,2.540286469197607,0.5188742001068084,0.6520076481835563,0.6063436104055354,0.7961777931511587
"frozenset({'joey', 'ross'})",frozenset({'monica'}),0.6418439716312057,0.7617021276595745,0.5581560283687943,0.8696132596685082,1.1416710392296059,1.0,0.06926210955183343,1.8276235124413984,0.3464717500975003,0.6602348993288591,0.4528413575374899,0.8011939668919822
"frozenset({'monica', 'rachel', 'joey', 'chandler'})","frozenset({'phoebe', 'ross'})",0.5269503546099291,0.6134751773049646,0.4581560283687943,0.8694481830417227,1.4172507954784148,1.0,0.1348850661435541,2.9607004460042385,0.6223629671232495,0.6715176715176714,0.6622420882363834,0.8081344961451388
"frozenset({'rachel', 'chandler', 'phoebe'})","frozenset({'joey', 'ross'})",0.5482269503546099,0.6418439716312057,0.4765957446808511,0.8693402328589911,1.354441688763732,1.0,0.12471958150998447,2.741134751773053,0.5792474957015775,0.6679920477137177,0.6351875808538168,0.8059408346615398
"frozenset({'monica', 'rachel', 'joey'})","frozenset({'chandler', 'phoebe'})",0.5574468085106383,0.6276595744680851,0.4836879432624113,0.8676844783715012,1.382412558761375,1.0,0.133801116644032,2.8140343698854324,0.625070494022107,0.6895854398382203,0.6446383133406033,0.8191529736490275
"frozenset({'rachel', 'phoebe', 'ross'})","frozenset({'joey', 'chandler'})",0.549645390070922,0.6695035460992907,0.4765957446808511,0.8670967741935485,1.2951339529797705,1.0,0.10860620693124096,2.486745162845144,0.5059992500937386,0.6418338108882523,0.5978679219161016,0.7894805904866048
"frozenset({'monica', 'rachel'})",frozenset({'joey'}),0.6432624113475177,0.7645390070921986,0.5574468085106383,0.8665931642778391,1.1334845655211068,1.0,0.06564760323927371,1.7649844674989748,0.3301159961351485,0.6555462885738116,0.43342277599925627,0.7978605895600699
frozenset({'phoebe'}),frozenset({'monica'}),0.7276595744680852,0.7617021276595745,0.6304964539007092,0.8664717348927874,1.1375466910603633,1.0,0.0762366078165082,1.7846249417611413,0.4439855174353206,0.7341040462427744,0.43965817321080425,0.8471092380236749
"frozenset({'joey', 'phoebe', 'ross'})","frozenset({'monica', 'rachel'})",0.5468085106382978,0.6432624113475177,0.47375886524822697,0.866407263294423,1.346895525077328,1.0,0.1220175041496907,2.670336707291885,0.568307047876079,0.6613861386138614,0.6255153901493765,0.8014505996736724
"frozenset({'monica', 'joey', 'chandler', 'phoebe'})","frozenset({'rachel', 'ross'})",0.5290780141843971,0.6631205673758865,0.4581560283687943,0.8659517426273459,1.3058737509139653,1.0,0.10731351541672951,2.513120567375887,0.49738427393785656,0.6241545893719805,0.6020883307464372,0.7784304167682183
frozenset({'chandler'}),frozenset({'monica'}),0.7858156028368795,0.7617021276595745,0.6801418439716312,0.8655234657039711,1.136301756650465,1.0,0.081584427342689,1.7720405540482649,0.5600411576628525,0.7841373671300081,0.43567882929345014,0.8792235578054306
"frozenset({'monica', 'rachel', 'chandler', 'ross'})","frozenset({'joey', 'phoebe'})",0.5297872340425532,0.6156028368794326,0.4581560283687943,0.8647925033467201,1.4047896655747412,1.0,0.1320175041496906,2.8430166420897383,0.6128069708474004,0.6666666666666665,0.6482609404407293,0.8045160673415628
"frozenset({'rachel', 'joey', 'ross'})","frozenset({'monica', 'chandler'})",0.5652482269503546,0.6801418439716312,0.48865248226950353,0.8644918444165621,1.2710464031567805,1.0,0.10420351088979424,2.3604347255056477,0.4905021107735871,0.6457357075913777,0.5763492253378106,0.7914742850862789
"frozenset({'monica', 'rachel'})",frozenset({'phoebe'}),0.6432624113475177,0.7276595744680852,0.5560283687943263,0.86438809261301,1.1879017647020897,1.0,0.08795231628187716,2.008233869572739,0.4434058911835111,0.6823324630113141,0.5020500275633959,0.8142603231096239
"frozenset({'joey', 'chandler', 'phoebe'})","frozenset({'monica', 'ross'})",0.5645390070921986,0.6340425531914894,0.4879432624113475,0.8643216080402009,1.363191797915753,1.0,0.13000150897842155,2.6972419227738347,0.6118286493447465,0.686626746506986,0.6292509056912465,0.8169482760558946
"frozenset({'monica', 'chandler'})",frozenset({'ross'}),0.6801418439716312,0.7858156028368795,0.5872340425531914,0.8633993743482794,1.0987302507500667,1.0,0.052767969418037186,1.567960586865897,0.2809323350150491,0.6682808716707022,0.36222886699031104,0.8053458965604212
frozenset({'phoebe'}),frozenset({'chandler'}),0.7276595744680852,0.7858156028368795,0.6276595744680851,0.8625730994152045,1.097678763696244,1.0,0.05585332729741954,1.5585332729741947,0.3267478813559317,0.7085668534827861,0.35837109329615363,0.8306547807545337
"frozenset({'rachel', 'phoebe', 'ross'})","frozenset({'monica', 'joey'})",0.549645390070922,0.6319148936170212,0.47375886524822697,0.8619354838709679,1.3640056478766158,1.0,0.12642975705447418,2.6660369854841943,0.5925668348342688,0.6693386773547096,0.6249114301696815,0.8058274501285254
"frozenset({'monica', 'rachel', 'ross'})","frozenset({'joey', 'chandler'})",0.5673758865248227,0.6695035460992907,0.48865248226950353,0.86125,1.2864009533898304,1.0,0.10879231426990593,2.3819564245096156,0.5146208570272908,0.6530805687203791,0.5801770386266094,0.7955614406779661
"frozenset({'joey', 'phoebe'})","frozenset({'monica', 'chandler'})",0.6156028368794326,0.6801418439716312,0.5290780141843971,0.8594470046082949,1.26362906829791,1.0,0.11038076555505255,2.2757121264969187,0.5427421030242474,0.6901017576318222,0.5605771097509885,0.8186703219079013
"frozenset({'monica', 'joey', 'chandler', 'ross'})","frozenset({'rachel', 'phoebe'})",0.5333333333333333,0.6170212765957447,0.4581560283687943,0.8590425531914894,1.3922413793103448,1.0,0.12907801418439718,2.716981132075472,0.6037151702786379,0.6618852459016393,0.6319444444444444,0.8007856444118366
"frozenset({'chandler', 'phoebe', 'ross'})","frozenset({'rachel', 'joey'})",0.5553191489361702,0.6361702127659574,0.4765957446808511,0.8582375478927204,1.349069055215982,1.0,0.1233182435491173,2.5664749856239246,0.5818737183868765,0.6666666666666667,0.6103605117519217,0.8037007137456913
"frozenset({'rachel', 'joey', 'chandler'})","frozenset({'monica', 'ross'})",0.5695035460992908,0.6340425531914894,0.48865248226950353,0.8580323785803238,1.3532725433984971,1.0,0.12756299984910213,2.577752892870474,0.6063941963976155,0.6835317460317458,0.6120652205392568,0.8143629454422872
"frozenset({'joey', 'chandler', 'phoebe'})","frozenset({'monica', 'rachel'})",0.5645390070921986,0.6432624113475177,0.4836879432624113,0.8567839195979898,1.3319353105106568,1.0,0.12054122026055025,2.4909045663804883,0.5722964646995329,0.6679725759059744,0.598539416765737,0.8043566786523577
"frozenset({'rachel', 'ross'})",frozenset({'monica'}),0.6631205673758865,0.7617021276595745,0.5673758865248227,0.8556149732620322,1.1232934006512714,1.0,0.06227553945978581,1.6504334121355408,0.32581578947368467,0.6617038875103392,0.3940985485103136,0.8002469652157461
"frozenset({'monica', 'chandler'})",frozenset({'rachel'}),0.6801418439716312,0.7858156028368795,0.5815602836879432,0.8550573514077162,1.0881144995350902,1.0,0.04709421055278895,1.4777182509311682,0.25317181331458477,0.6575781876503608,0.3232810115393372,0.7975647767868905
"frozenset({'monica', 'phoebe', 'ross'})","frozenset({'rachel', 'joey'})",0.5546099290780142,0.6361702127659574,0.47375886524822697,0.8542199488491049,1.342753765749429,1.0,0.12093254866455411,2.4957446808510646,0.573119684198482,0.6607319485657766,0.5993179880647913,0.7994622598203162
